"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.559867411E3,3.484605320E1,-7.777012769E1,1.094193946E4,2.587900085E2,1.901000061E2,1.200000000E1,1.800000000E1
3.560855517E3,3.484377776E1,-7.777062709E1,1.094494121E4,2.585299988E2,1.903000031E2,1.200000000E1,1.800000000E1
3.561864402E3,3.484150254E1,-7.777114266E1,1.094494293E4,2.582099915E2,1.903999939E2,1.200000000E1,1.800000000E1
3.562860816E3,3.483923268E1,-7.777166166E1,1.094394465E4,2.579599915E2,1.903000031E2,1.250000000E1,1.900000000E1
3.563852851E3,3.483696604E1,-7.777218243E1,1.094294636E4,2.579899902E2,1.903999939E2,1.250000000E1,1.900000000E1
3.564858544E3,3.483468696E1,-7.777269566E1,1.093994809E4,2.582699890E2,1.903999939E2,1.150000000E1,1.800000000E1
3.565860422E3,3.483239388E1,-7.777320712E1,1.093894985E4,2.589100037E2,1.903000031E2,1.050000000E1,1.600000000E1
3.566868887E3,3.483008815E1,-7.777369830E1,1.093695165E4,2.597699890E2,1.901000061E2,1.150000000E1,1.700000000E1
3.567852605E3,3.482779553E1,-7.777419459E1,1.093395344E4,2.592200012E2,1.901999969E2,1.050000000E1,1.600000000E1
3.568861555E3,3.482551246E1,-7.777469273E1,1.093395521E4,2.582900085E2,1.901999969E2,1.000000000E1,1.500000000E1
3.569860559E3,3.482320966E1,-7.777518919E1,1.093295700E4,2.584100037E2,1.901000061E2,1.100000000E1,1.700000000E1
3.570865164E3,3.482091206E1,-7.777567794E1,1.093295881E4,2.584700012E2,1.901000061E2,1.200000000E1,1.800000000E1
3.571848862E3,3.481862505E1,-7.777616979E1,1.093096060E4,2.582599792E2,1.901000061E2,1.100000000E1,1.700000000E1
3.572855885E3,3.481634618E1,-7.777666222E1,1.092996238E4,2.579199829E2,1.901999969E2,1.100000000E1,1.600000000E1
3.573854296E3,3.481406475E1,-7.777714670E1,1.092996418E4,2.577399902E2,1.901000061E2,1.100000000E1,1.600000000E1
3.574855386E3,3.481177017E1,-7.777763209E1,1.092996599E4,2.587699890E2,1.901999969E2,1.100000000E1,1.600000000E1
3.575863421E3,3.480947218E1,-7.777812948E1,1.093196779E4,2.592699890E2,1.901000061E2,1.150000000E1,1.600000000E1
3.576856048E3,3.480717718E1,-7.777862728E1,1.093196959E4,2.589899902E2,1.901000061E2,1.150000000E1,1.700000000E1
3.577858393E3,3.480488385E1,-7.777912424E1,1.093197139E4,2.587500000E2,1.901999969E2,1.150000000E1,1.600000000E1
3.578859534E3,3.480260292E1,-7.777961592E1,1.092997319E4,2.577200012E2,1.900000000E2,1.200000000E1,1.700000000E1
3.579851451E3,3.480032606E1,-7.778010274E1,1.093097499E4,2.572299805E2,1.898999939E2,1.250000000E1,1.700000000E1
3.580853497E3,3.479804731E1,-7.778060197E1,1.092997677E4,2.573800049E2,1.901000061E2,1.300000000E1,1.700000000E1
3.581853119E3,3.479576983E1,-7.778110480E1,1.092897855E4,2.572999878E2,1.901999969E2,1.300000000E1,1.600000000E1
3.582864719E3,3.479348836E1,-7.778161827E1,1.092798032E4,2.577599792E2,1.901999969E2,1.300000000E1,1.700000000E1
3.583862539E3,3.479120902E1,-7.778212370E1,1.092698210E4,2.574799805E2,1.901999969E2,1.300000000E1,1.700000000E1
3.584863475E3,3.478894574E1,-7.778261849E1,1.093098388E4,2.574499817E2,1.901999969E2,1.300000000E1,1.700000000E1
3.585861178E3,3.478668171E1,-7.778313448E1,1.093498563E4,2.582399902E2,1.903999939E2,1.350000000E1,1.700000000E1
3.586866819E3,3.478440434E1,-7.778364276E1,1.093598741E4,2.578699951E2,1.903000031E2,1.300000000E1,1.600000000E1
3.587862410E3,3.478212442E1,-7.778414743E1,1.093698920E4,2.576699829E2,1.903000031E2,1.250000000E1,1.600000000E1
3.588868558E3,3.477985117E1,-7.778466795E1,1.093999096E4,2.571999817E2,1.905000000E2,1.200000000E1,1.500000000E1
3.589864846E3,3.477756823E1,-7.778518410E1,1.094299274E4,2.580099792E2,1.905000000E2,1.300000000E1,1.600000000E1
3.590856744E3,3.477525026E1,-7.778570286E1,1.094399456E4,2.592399902E2,1.903999939E2,1.300000000E1,1.600000000E1
3.591865153E3,3.477292600E1,-7.778620552E1,1.094299641E4,2.594799805E2,1.901000061E2,1.250000000E1,1.500000000E1
3.592855632E3,3.477061745E1,-7.778671414E1,1.094499823E4,2.590000000E2,1.903000031E2,1.250000000E1,1.500000000E1
3.593865263E3,3.476833200E1,-7.778721185E1,1.094500005E4,2.581699829E2,1.901999969E2,1.200000000E1,1.500000000E1
3.594853696E3,3.476604655E1,-7.778770521E1,1.094500187E4,2.576999817E2,1.901999969E2,1.250000000E1,1.500000000E1
3.595855348E3,3.476377313E1,-7.778821726E1,1.094700366E4,2.574799805E2,1.903000031E2,1.200000000E1,1.500000000E1
3.596856261E3,3.476149903E1,-7.778872546E1,1.094800545E4,2.574199829E2,1.903000031E2,1.200000000E1,1.500000000E1
3.597861620E3,3.475922314E1,-7.778922921E1,1.095000726E4,2.575099792E2,1.901999969E2,1.250000000E1,1.500000000E1
3.598857037E3,3.475694716E1,-7.778975124E1,1.095300904E4,2.582599792E2,1.903000031E2,1.200000000E1,1.500000000E1
3.599844878E3,3.475467390E1,-7.779027284E1,1.095701081E4,2.576199951E2,1.903000031E2,1.200000000E1,1.500000000E1
3.600857795E3,3.475238895E1,-7.779077768E1,1.095901263E4,2.580400085E2,1.903000031E2,1.200000000E1,1.400000000E1
3.601853667E3,3.475010606E1,-7.779126895E1,1.095901447E4,2.584400024E2,1.901999969E2,1.200000000E1,1.400000000E1
3.602850541E3,3.474781595E1,-7.779177547E1,1.096101629E4,2.591499939E2,1.903000031E2,1.200000000E1,1.400000000E1
3.603856406E3,3.474553369E1,-7.779228835E1,1.096201810E4,2.585199890E2,1.903000031E2,1.200000000E1,1.400000000E1
3.604847332E3,3.474325850E1,-7.779280979E1,1.096401989E4,2.580400085E2,1.903000031E2,1.200000000E1,1.400000000E1
3.605853873E3,3.474098604E1,-7.779332109E1,1.096502169E4,2.576000061E2,1.903000031E2,1.300000000E1,1.500000000E1
3.606857768E3,3.473871593E1,-7.779383557E1,1.096702349E4,2.570799866E2,1.903999939E2,1.200000000E1,1.400000000E1
3.607859214E3,3.473644150E1,-7.779433873E1,1.096702531E4,2.568200073E2,1.903999939E2,1.200000000E1,1.400000000E1
3.608856339E3,3.473417185E1,-7.779483821E1,1.096602713E4,2.564599915E2,1.903000031E2,1.250000000E1,1.500000000E1
3.609856649E3,3.473189901E1,-7.779534523E1,1.096702895E4,2.570000000E2,1.903000031E2,1.250000000E1,1.400000000E1
3.610870274E3,3.472962747E1,-7.779584765E1,1.096803077E4,2.576199951E2,1.901999969E2,1.250000000E1,1.400000000E1
3.611862752E3,3.472734990E1,-7.779634100E1,1.096803262E4,2.576799927E2,1.901999969E2,1.250000000E1,1.400000000E1
3.612861732E3,3.472507602E1,-7.779684358E1,1.096803444E4,2.574700012E2,1.901999969E2,1.250000000E1,1.500000000E1
3.613865484E3,3.472279677E1,-7.779734180E1,1.096803629E4,2.578299866E2,1.903000031E2,1.250000000E1,1.500000000E1
3.614858048E3,3.472050507E1,-7.779784095E1,1.096903815E4,2.573399963E2,1.901999969E2,1.250000000E1,1.500000000E1
3.615857710E3,3.471823278E1,-7.779834436E1,1.096903998E4,2.569400024E2,1.903000031E2,1.100000000E1,1.300000000E1
3.616861424E3,3.471595181E1,-7.779885205E1,1.097004181E4,2.577399902E2,1.901999969E2,1.100000000E1,1.300000000E1
3.617865167E3,3.471366623E1,-7.779935262E1,1.096804367E4,2.576199951E2,1.901999969E2,1.200000000E1,1.400000000E1
3.618858571E3,3.471138996E1,-7.779985696E1,1.096704551E4,2.570299988E2,1.903000031E2,1.200000000E1,1.400000000E1
3.619858507E3,3.470911524E1,-7.780035174E1,1.096504736E4,2.563099976E2,1.901999969E2,1.200000000E1,1.400000000E1
3.620855719E3,3.470684831E1,-7.780085047E1,1.096404920E4,2.564599915E2,1.901999969E2,1.200000000E1,1.400000000E1
3.621858932E3,3.470456340E1,-7.780134542E1,1.096405107E4,2.569199829E2,1.901999969E2,1.200000000E1,1.400000000E1
3.622866492E3,3.470227196E1,-7.780183517E1,1.096305295E4,2.574599915E2,1.901999969E2,1.200000000E1,1.400000000E1
3.623862713E3,3.469999284E1,-7.780233138E1,1.096505481E4,2.572200012E2,1.903000031E2,1.150000000E1,1.400000000E1
3.624864460E3,3.469772038E1,-7.780282315E1,1.096505668E4,2.574499817E2,1.903000031E2,1.150000000E1,1.400000000E1
3.625855343E3,3.469542860E1,-7.780331969E1,1.096605856E4,2.584899902E2,1.903000031E2,1.150000000E1,1.400000000E1
3.626866915E3,3.469314050E1,-7.780381096E1,1.096606044E4,2.577200012E2,1.901000061E2,1.150000000E1,1.400000000E1
3.627850790E3,3.469085493E1,-7.780430524E1,1.096806232E4,2.577200012E2,1.901000061E2,1.150000000E1,1.400000000E1
3.628857808E3,3.468855971E1,-7.780479407E1,1.096906422E4,2.581300049E2,1.900000000E2,1.150000000E1,1.400000000E1
3.629861230E3,3.468627950E1,-7.780528458E1,1.096906610E4,2.576900024E2,1.901000061E2,1.000000000E1,1.200000000E1
3.630868129E3,3.468400448E1,-7.780577928E1,1.097106798E4,2.566300049E2,1.901000061E2,1.000000000E1,1.200000000E1
3.631863999E3,3.468172230E1,-7.780626467E1,1.097206987E4,2.562599792E2,1.901000061E2,1.050000000E1,1.300000000E1
3.632859239E3,3.467943898E1,-7.780675351E1,1.097307176E4,2.561999817E2,1.903000031E2,1.050000000E1,1.300000000E1
3.633858080E3,3.467717046E1,-7.780725634E1,1.097307362E4,2.561499939E2,1.903999939E2,1.050000000E1,1.200000000E1
3.634863016E3,3.467490228E1,-7.780775665E1,1.097307548E4,2.564199829E2,1.903000031E2,1.050000000E1,1.300000000E1
3.635864282E3,3.467262911E1,-7.780825714E1,1.097307735E4,2.567299805E2,1.903000031E2,1.050000000E1,1.300000000E1
3.636859292E3,3.467035485E1,-7.780874169E1,1.097107925E4,2.566900024E2,1.901999969E2,1.100000000E1,1.300000000E1
3.637853010E3,3.466808314E1,-7.780924603E1,1.097208112E4,2.563599854E2,1.903000031E2,1.100000000E1,1.300000000E1
3.638862439E3,3.466581286E1,-7.780974627E1,1.096908299E4,2.572099915E2,1.903000031E2,1.100000000E1,1.300000000E1
3.639861528E3,3.466353784E1,-7.781026636E1,1.097008484E4,2.579899902E2,1.903999939E2,1.100000000E1,1.300000000E1
3.640861988E3,3.466126983E1,-7.781078621E1,1.097108669E4,2.571600037E2,1.903999939E2,1.100000000E1,1.300000000E1
3.641860444E3,3.465899121E1,-7.781129222E1,1.097108856E4,2.575099792E2,1.903000031E2,1.200000000E1,1.400000000E1
3.642871557E3,3.465671062E1,-7.781179958E1,1.097109045E4,2.574299927E2,1.901999969E2,1.300000000E1,1.500000000E1
3.643866928E3,3.465444260E1,-7.781229663E1,1.096909233E4,2.567599792E2,1.901999969E2,1.100000000E1,1.300000000E1
3.644864269E3,3.465216243E1,-7.781278923E1,1.096709423E4,2.565199890E2,1.900000000E2,1.100000000E1,1.300000000E1
3.645861711E3,3.464989462E1,-7.781328443E1,1.096809612E4,2.560799866E2,1.898999939E2,1.100000000E1,1.300000000E1
3.646867787E3,3.464763293E1,-7.781377444E1,1.096809801E4,2.567200012E2,1.901000061E2,1.100000000E1,1.300000000E1
3.647863693E3,3.464536537E1,-7.781428238E1,1.096909988E4,2.563800049E2,1.901999969E2,1.100000000E1,1.300000000E1
3.648859110E3,3.464310008E1,-7.781479318E1,1.097110175E4,2.561399841E2,1.903000031E2,1.100000000E1,1.300000000E1
3.649851643E3,3.464083072E1,-7.781532224E1,1.097210360E4,2.571099854E2,1.906000061E2,1.200000000E1,1.500000000E1
3.650858428E3,3.463855805E1,-7.781582423E1,1.097410550E4,2.568699951E2,1.903999939E2,1.200000000E1,1.500000000E1
3.651858113E3,3.463629536E1,-7.781633075E1,1.097410737E4,2.561099854E2,1.903999939E2,1.100000000E1,1.300000000E1
3.652859315E3,3.463403371E1,-7.781684230E1,1.097510924E4,2.557799988E2,1.903999939E2,1.100000000E1,1.300000000E1
3.653869030E3,3.463177282E1,-7.781735477E1,1.097511111E4,2.558300018E2,1.906000061E2,1.100000000E1,1.300000000E1
3.654863668E3,3.462950933E1,-7.781787043E1,1.097411298E4,2.561199951E2,1.906000061E2,1.250000000E1,1.500000000E1
3.655857179E3,3.462723922E1,-7.781838876E1,1.097211486E4,2.561199951E2,1.906999969E2,1.350000000E1,1.600000000E1
3.656858570E3,3.462496424E1,-7.781888749E1,1.097011677E4,2.551999969E2,1.903999939E2,1.250000000E1,1.500000000E1
3.657868730E3,3.462270502E1,-7.781938646E1,1.096811866E4,2.552999878E2,1.903999939E2,1.250000000E1,1.500000000E1
3.658860866E3,3.462044128E1,-7.781989315E1,1.096712055E4,2.557099915E2,1.903000031E2,1.250000000E1,1.500000000E1
3.659859092E3,3.461818496E1,-7.782040796E1,1.096712242E4,2.558199921E2,1.903999939E2,1.300000000E1,1.500000000E1
3.660855513E3,3.461591166E1,-7.782089738E1,1.096412435E4,2.565599976E2,1.903999939E2,1.300000000E1,1.500000000E1
3.661867640E3,3.461363451E1,-7.782140264E1,1.096312627E4,2.567799988E2,1.903999939E2,1.350000000E1,1.500000000E1
3.662850990E3,3.461137122E1,-7.782188787E1,1.096012819E4,2.557899933E2,1.903000031E2,1.400000000E1,1.600000000E1
3.663863360E3,3.460910660E1,-7.782238760E1,1.095913010E4,2.552299957E2,1.901999969E2,1.400000000E1,1.500000000E1
3.664866163E3,3.460684789E1,-7.782286528E1,1.095413203E4,2.549399872E2,1.901999969E2,1.400000000E1,1.500000000E1
3.665859828E3,3.460457732E1,-7.782336032E1,1.095313396E4,2.549899902E2,1.901000061E2,1.300000000E1,1.400000000E1
3.666852684E3,3.460231676E1,-7.782382987E1,1.095113591E4,2.547399902E2,1.901000061E2,1.400000000E1,1.400000000E1
3.667856599E3,3.460004564E1,-7.782430647E1,1.095113786E4,2.546100006E2,1.901000061E2,1.250000000E1,1.300000000E1
3.668860077E3,3.459778009E1,-7.782479178E1,1.095213980E4,2.550399933E2,1.901999969E2,1.250000000E1,1.300000000E1
3.669868408E3,3.459551468E1,-7.782528581E1,1.095314173E4,2.554700012E2,1.903000031E2,1.250000000E1,1.300000000E1
3.670863609E3,3.459323400E1,-7.782577406E1,1.095514368E4,2.555899963E2,1.901999969E2,1.150000000E1,1.200000000E1
3.671863152E3,3.459094696E1,-7.782625719E1,1.095714565E4,2.554199982E2,1.901999969E2,1.150000000E1,1.200000000E1
3.672862157E3,3.458866838E1,-7.782674007E1,1.095814762E4,2.555099945E2,1.903000031E2,1.100000000E1,1.200000000E1
3.673863786E3,3.458639449E1,-7.782723812E1,1.095914956E4,2.557999878E2,1.901999969E2,1.150000000E1,1.200000000E1
3.674863497E3,3.458412484E1,-7.782772587E1,1.096015150E4,2.560499878E2,1.903999939E2,1.050000000E1,1.200000000E1
3.675862933E3,3.458184853E1,-7.782821445E1,1.096015346E4,2.565199890E2,1.903999939E2,1.100000000E1,1.200000000E1
3.676855678E3,3.457957850E1,-7.782870747E1,1.096115541E4,2.562099915E2,1.903999939E2,1.050000000E1,1.200000000E1
3.677865798E3,3.457729456E1,-7.782920259E1,1.096215737E4,2.567099915E2,1.903000031E2,1.000000000E1,1.100000000E1
3.678861263E3,3.457501899E1,-7.782968455E1,1.096215934E4,2.567399902E2,1.901999969E2,1.000000000E1,1.200000000E1
3.679858154E3,3.457272969E1,-7.783015218E1,1.096316135E4,2.565899963E2,1.900000000E2,9.500000000E0,1.100000000E1
3.680863421E3,3.457045014E1,-7.783064042E1,1.096416332E4,2.563800049E2,1.901000061E2,9.500000000E0,1.100000000E1
3.681865528E3,3.456817848E1,-7.783112934E1,1.096616528E4,2.564599915E2,1.901000061E2,1.000000000E1,1.100000000E1
3.682867056E3,3.456591407E1,-7.783162178E1,1.096616723E4,2.566799927E2,1.900000000E2,9.500000000E0,1.100000000E1
3.683858126E3,3.456364689E1,-7.783211505E1,1.096516918E4,2.565599976E2,1.901000061E2,1.050000000E1,1.200000000E1
3.684861854E3,3.456138654E1,-7.783261185E1,1.096417112E4,2.563599854E2,1.901999969E2,1.050000000E1,1.200000000E1
3.685860693E3,3.455911572E1,-7.783309406E1,1.096317310E4,2.565099792E2,1.901999969E2,9.500000000E0,1.100000000E1
3.686861343E3,3.455684636E1,-7.783359412E1,1.096217505E4,2.563099976E2,1.903000031E2,9.500000000E0,1.100000000E1
3.687865166E3,3.455457830E1,-7.783409553E1,1.096117700E4,2.560899963E2,1.903999939E2,9.500000000E0,1.100000000E1
3.688867047E3,3.455232315E1,-7.783459995E1,1.096117894E4,2.553799896E2,1.903999939E2,1.050000000E1,1.200000000E1
3.689862079E3,3.455006716E1,-7.783510001E1,1.095918088E4,2.554799957E2,1.903999939E2,9.000000000E0,1.000000000E1
3.690866334E3,3.454780727E1,-7.783559958E1,1.095918283E4,2.556999969E2,1.903000031E2,1.050000000E1,1.200000000E1
3.691865286E3,3.454555464E1,-7.783610316E1,1.095818476E4,2.552299957E2,1.903999939E2,1.000000000E1,1.100000000E1
3.692860460E3,3.454330041E1,-7.783660758E1,1.095718670E4,2.551799927E2,1.903000031E2,1.000000000E1,1.200000000E1
3.693867855E3,3.454104220E1,-7.783710438E1,1.095618866E4,2.551499939E2,1.901999969E2,1.050000000E1,1.200000000E1
3.694870948E3,3.453879103E1,-7.783760679E1,1.095419060E4,2.547899933E2,1.903000031E2,1.050000000E1,1.200000000E1
3.695856144E3,3.453653835E1,-7.783809571E1,1.095219256E4,2.547399902E2,1.901999969E2,1.100000000E1,1.200000000E1
3.696857525E3,3.453428265E1,-7.783857649E1,1.095119454E4,2.544899902E2,1.901000061E2,1.100000000E1,1.200000000E1
3.697866573E3,3.453202553E1,-7.783905577E1,1.095019652E4,2.554799957E2,1.900000000E2,1.050000000E1,1.200000000E1
3.698845923E3,3.452976862E1,-7.783953622E1,1.095019851E4,2.552799988E2,1.900000000E2,1.200000000E1,1.300000000E1
3.699848805E3,3.452751242E1,-7.784001843E1,1.094920049E4,2.547999878E2,1.901000061E2,1.200000000E1,1.300000000E1
3.700860063E3,3.452525970E1,-7.784049268E1,1.094920248E4,2.545699921E2,1.901000061E2,1.200000000E1,1.300000000E1
3.701859527E3,3.452300216E1,-7.784095804E1,1.094920449E4,2.548099976E2,1.898999939E2,1.250000000E1,1.300000000E1
3.702855028E3,3.452073364E1,-7.784142919E1,1.094920650E4,2.560499878E2,1.896999969E2,1.150000000E1,1.300000000E1
3.703851587E3,3.451847220E1,-7.784191383E1,1.095020850E4,2.555999908E2,1.896999969E2,1.150000000E1,1.300000000E1
3.704859209E3,3.451621613E1,-7.784240023E1,1.095021048E4,2.550599976E2,1.898000031E2,1.200000000E1,1.400000000E1
3.705858313E3,3.451396928E1,-7.784288412E1,1.094621246E4,2.545099945E2,1.898000031E2,1.200000000E1,1.400000000E1
3.706861684E3,3.451171932E1,-7.784336147E1,1.094621445E4,2.542899933E2,1.898000031E2,1.200000000E1,1.400000000E1
3.707872912E3,3.450947104E1,-7.784381753E1,1.094421647E4,2.551999969E2,1.895000000E2,1.350000000E1,1.500000000E1
3.708858929E3,3.450720726E1,-7.784425632E1,1.094221853E4,2.554399872E2,1.891999969E2,1.350000000E1,1.500000000E1
3.709874232E3,3.450496154E1,-7.784472789E1,1.094122053E4,2.545299988E2,1.895000000E2,1.350000000E1,1.600000000E1
3.710855429E3,3.450270702E1,-7.784519317E1,1.093822255E4,2.549399872E2,1.895000000E2,1.350000000E1,1.600000000E1
3.711858216E3,3.450045958E1,-7.784566130E1,1.093622456E4,2.550299988E2,1.896999969E2,1.350000000E1,1.600000000E1
3.712869012E3,3.449821490E1,-7.784612993E1,1.093222602E4,2.552200012E2,1.896999969E2,1.500000000E1,1.700000000E1
3.713865517E3,3.449596742E1,-7.784660786E1,1.092822733E4,2.550299988E2,1.898000031E2,1.550000000E1,1.800000000E1
3.714858370E3,3.449372111E1,-7.784709762E1,1.092722863E4,2.539499969E2,1.900000000E2,1.500000000E1,1.700000000E1
3.715860577E3,3.449147954E1,-7.784758042E1,1.092422993E4,2.541999969E2,1.901000061E2,1.600000000E1,1.800000000E1
3.716855463E3,3.448920884E1,-7.784807344E1,1.092223124E4,2.550199890E2,1.901999969E2,1.600000000E1,1.900000000E1
3.717858265E3,3.448695436E1,-7.784856705E1,1.091923253E4,2.549099884E2,1.901000061E2,1.700000000E1,1.900000000E1
3.718869949E3,3.448469879E1,-7.784910324E1,1.091923378E4,2.545000000E2,1.901000061E2,1.600000000E1,1.800000000E1
3.719860948E3,3.448242629E1,-7.784961915E1,1.091623506E4,2.545299988E2,1.901000061E2,1.500000000E1,1.700000000E1
3.720860036E3,3.448016380E1,-7.785013723E1,1.091723633E4,2.550499878E2,1.900000000E2,1.500000000E1,1.700000000E1
3.721871892E3,3.447790237E1,-7.785064492E1,1.091823761E4,2.546699982E2,1.898000031E2,1.500000000E1,1.600000000E1
3.722866565E3,3.447563464E1,-7.785112923E1,1.091623893E4,2.548099976E2,1.898999939E2,1.450000000E1,1.600000000E1
3.723869089E3,3.447337300E1,-7.785162259E1,1.091524024E4,2.553099976E2,1.898999939E2,1.400000000E1,1.600000000E1
3.724865679E3,3.447110343E1,-7.785211092E1,1.091524155E4,2.555000000E2,1.898999939E2,1.400000000E1,1.600000000E1
3.725869717E3,3.446883596E1,-7.785258818E1,1.091424288E4,2.555800018E2,1.896999969E2,1.400000000E1,1.600000000E1
3.726871819E3,3.446656027E1,-7.785307492E1,1.091224420E4,2.543999939E2,1.896999969E2,1.400000000E1,1.600000000E1
3.727850070E3,3.446430545E1,-7.785356987E1,1.091124549E4,2.542799988E2,1.896999969E2,1.400000000E1,1.600000000E1
3.728854288E3,3.446205529E1,-7.785405627E1,1.091124680E4,2.533399963E2,1.898999939E2,1.450000000E1,1.600000000E1
3.729860688E3,3.445979456E1,-7.785455215E1,1.091224809E4,2.550399933E2,1.900000000E2,1.300000000E1,1.400000000E1
3.730856049E3,3.445751930E1,-7.785506043E1,1.091324939E4,2.561600037E2,1.901999969E2,1.300000000E1,1.400000000E1
3.731864957E3,3.445526004E1,-7.785556971E1,1.091425067E4,2.557799988E2,1.901999969E2,1.250000000E1,1.400000000E1
3.732862001E3,3.445299055E1,-7.785606835E1,1.091525197E4,2.561600037E2,1.901000061E2,1.250000000E1,1.400000000E1
3.733861526E3,3.445072631E1,-7.785654168E1,1.091325330E4,2.561300049E2,1.900000000E2,1.350000000E1,1.500000000E1
3.734855554E3,3.444846646E1,-7.785703219E1,1.091225460E4,2.555800018E2,1.901000061E2,1.550000000E1,1.700000000E1
3.735859578E3,3.444621684E1,-7.785751062E1,1.091325591E4,2.547999878E2,1.898000031E2,1.400000000E1,1.600000000E1
3.736864188E3,3.444397242E1,-7.785796492E1,1.091325725E4,2.539199982E2,1.895000000E2,1.400000000E1,1.600000000E1
3.737858913E3,3.444172423E1,-7.785841092E1,1.091025860E4,2.540699921E2,1.893999939E2,1.450000000E1,1.600000000E1
3.738862482E3,3.443946904E1,-7.785887830E1,1.091125993E4,2.542500000E2,1.895000000E2,1.650000000E1,1.900000000E1
3.739848431E3,3.443720399E1,-7.785936445E1,1.091226124E4,2.550699921E2,1.898000031E2,1.650000000E1,2.000000000E1
3.740860077E3,3.443493765E1,-7.785987013E1,1.091326253E4,2.554399872E2,1.900000000E2,1.650000000E1,2.000000000E1
3.741859808E3,3.443267659E1,-7.786038285E1,1.091226380E4,2.556199951E2,1.901000061E2,1.850000000E1,2.200000000E1
3.742858322E3,3.443040493E1,-7.786089725E1,1.091326509E4,2.565099792E2,1.903999939E2,1.950000000E1,2.300000000E1
3.743861772E3,3.442813176E1,-7.786141466E1,1.091426637E4,2.565700073E2,1.905000000E2,1.850000000E1,2.300000000E1
3.744861378E3,3.442584413E1,-7.786191682E1,1.091426768E4,2.566900024E2,1.903999939E2,1.900000000E1,2.300000000E1
3.745859540E3,3.442355394E1,-7.786242560E1,1.091426898E4,2.569599915E2,1.903999939E2,1.900000000E1,2.400000000E1
3.746859796E3,3.442127620E1,-7.786292986E1,1.091627028E4,2.555499878E2,1.901999969E2,2.050000000E1,2.500000000E1
3.747864078E3,3.441900617E1,-7.786338634E1,1.092027164E4,2.551799927E2,1.896999969E2,2.050000000E1,2.600000000E1
3.748870502E3,3.441674155E1,-7.786387391E1,1.092427295E4,2.555399933E2,1.898000031E2,2.100000000E1,2.700000000E1
3.749847344E3,3.441447122E1,-7.786433903E1,1.092327429E4,2.556799927E2,1.898000031E2,2.150000000E1,2.800000000E1
3.750862080E3,3.441219302E1,-7.786482308E1,1.092327562E4,2.563699951E2,1.898999939E2,2.150000000E1,2.900000000E1
3.751867260E3,3.440992191E1,-7.786528970E1,1.092027696E4,2.565599976E2,1.900000000E2,2.500000000E1,3.400000000E1
3.752854167E3,3.440765695E1,-7.786578725E1,1.092027826E4,2.559899902E2,1.903000031E2,2.300000000E1,3.000000000E1
3.753854425E3,3.440539329E1,-7.786631741E1,1.092627951E4,2.554799957E2,1.903000031E2,2.300000000E1,3.100000000E1
3.754861626E3,3.440313822E1,-7.786679710E1,1.092628082E4,2.550800018E2,1.901999969E2,2.300000000E1,3.100000000E1
3.755858738E3,3.440089564E1,-7.786728719E1,1.092228211E4,2.541299896E2,1.905000000E2,2.550000000E1,3.400000000E1
3.756866700E3,3.439865470E1,-7.786784207E1,1.092028331E4,2.538699951E2,1.908000031E2,2.950000000E1,3.900000000E1
3.757845601E3,3.439638568E1,-7.786838623E1,1.092328455E4,2.536999969E2,1.906000061E2,2.950000000E1,4.000000000E1
3.758852822E3,3.439413866E1,-7.786887028E1,1.091928585E4,2.541799927E2,1.903999939E2,3.100000000E1,4.100000000E1
3.759850831E3,3.439190907E1,-7.786937202E1,1.091628711E4,2.530399933E2,1.903000031E2,3.050000000E1,3.700000000E1
3.760868188E3,3.438967881E1,-7.786988307E1,1.091828836E4,2.527599945E2,1.903000031E2,3.300000000E1,3.900000000E1
3.761854213E3,3.438741976E1,-7.787044751E1,1.092628957E4,2.538600006E2,1.905000000E2,3.500000000E1,3.800000000E1
3.762855389E3,3.438524416E1,-7.787095143E1,1.092229078E4,2.504299927E2,1.906000061E2,3.500000000E1,3.800000000E1
3.763855601E3,3.438292145E1,-7.787155023E1,1.093629199E4,2.534899902E2,1.906999969E2,3.300000000E1,3.600000000E1
3.764863442E3,3.438066517E1,-7.787204292E1,1.093229329E4,2.543300018E2,1.906999969E2,3.300000000E1,3.500000000E1
3.765853328E3,3.437834325E1,-7.787256033E1,1.093729461E4,2.558499908E2,1.906000061E2,3.150000000E1,3.500000000E1
3.766858439E3,3.437607549E1,-7.787303441E1,1.093329594E4,2.558600006E2,1.905000000E2,3.250000000E1,3.500000000E1
3.768854634E3,3.437153857E1,-7.787397453E1,1.093029860E4,2.557200012E2,1.903000031E2,3.150000000E1,3.500000000E1
3.769853839E3,3.436928677E1,-7.787443595E1,1.093029994E4,2.558600006E2,1.901999969E2,3.150000000E1,3.500000000E1
3.770859802E3,3.436703883E1,-7.787485530E1,1.092430132E4,2.548399963E2,1.901000061E2,3.500000000E1,3.900000000E1
3.771855014E3,3.436478892E1,-7.787524447E1,1.091730274E4,2.546100006E2,1.898999939E2,3.500000000E1,3.900000000E1
3.772866065E3,3.436254177E1,-7.787567329E1,1.091630411E4,2.543699951E2,1.896999969E2,3.400000000E1,3.800000000E1
3.773859885E3,3.436025745E1,-7.787613471E1,1.091730547E4,2.542899933E2,1.896999969E2,3.500000000E1,3.900000000E1
