"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.324866192E3,3.733880094E1,-7.636867968E1,1.089423554E4,2.511299896E2,2.110000000E2,1.100000000E1,1.600000000E1
2.325849224E3,3.733686359E1,-7.637013931E1,1.089223494E4,2.517299957E2,2.110000000E2,1.100000000E1,1.600000000E1
2.326859062E3,3.733492746E1,-7.637160061E1,1.089123435E4,2.514199982E2,2.110000000E2,1.100000000E1,1.700000000E1
2.327863610E3,3.733298847E1,-7.637305789E1,1.089223376E4,2.517399902E2,2.110000000E2,1.100000000E1,1.600000000E1
2.328856969E3,3.733103595E1,-7.637452112E1,1.089523319E4,2.520999908E2,2.108999939E2,1.100000000E1,1.600000000E1
2.329857734E3,3.732908125E1,-7.637597538E1,1.089423264E4,2.515999908E2,2.108999939E2,1.100000000E1,1.600000000E1
2.330851830E3,3.732714406E1,-7.637742888E1,1.089523207E4,2.512500000E2,2.110000000E2,1.100000000E1,1.600000000E1
2.331864653E3,3.732520788E1,-7.637889429E1,1.089723148E4,2.514099884E2,2.110000000E2,1.050000000E1,1.600000000E1
2.332858473E3,3.732326902E1,-7.638034914E1,1.089823092E4,2.516299896E2,2.110000000E2,1.050000000E1,1.600000000E1
2.333857933E3,3.732132731E1,-7.638180893E1,1.090023035E4,2.516299896E2,2.108999939E2,1.050000000E1,1.600000000E1
2.334859036E3,3.731938510E1,-7.638327551E1,1.090122977E4,2.516399994E2,2.110000000E2,1.050000000E1,1.600000000E1
2.335871105E3,3.731744985E1,-7.638473824E1,1.090022919E4,2.512599945E2,2.111000061E2,1.050000000E1,1.600000000E1
2.336869285E3,3.731551752E1,-7.638619719E1,1.090022862E4,2.515599976E2,2.108999939E2,1.050000000E1,1.600000000E1
2.337851408E3,3.731357829E1,-7.638766344E1,1.089622805E4,2.524299927E2,2.110000000E2,1.050000000E1,1.700000000E1
2.338851760E3,3.731164060E1,-7.638912658E1,1.089522748E4,2.521499939E2,2.110000000E2,9.500000000E0,1.500000000E1
2.339854960E3,3.730971213E1,-7.639060926E1,1.089722687E4,2.517099915E2,2.111000061E2,9.500000000E0,1.500000000E1
2.340869967E3,3.730777353E1,-7.639207467E1,1.089922630E4,2.515699921E2,2.110000000E2,9.500000000E0,1.500000000E1
2.341854723E3,3.730582939E1,-7.639352867E1,1.090022577E4,2.516699982E2,2.111000061E2,9.500000000E0,1.400000000E1
2.342858445E3,3.730388319E1,-7.639498956E1,1.090022523E4,2.514799957E2,2.111999969E2,9.500000000E0,1.400000000E1
2.344844227E3,3.730001842E1,-7.639791853E1,1.090522411E4,2.514899902E2,2.111000061E2,1.300000000E1,1.600000000E1
2.345845338E3,3.729806510E1,-7.639938561E1,1.090922357E4,2.530599976E2,2.111999969E2,1.350000000E1,1.700000000E1
2.346859424E3,3.729611593E1,-7.640085923E1,1.091222302E4,2.534700012E2,2.115000000E2,1.450000000E1,1.700000000E1
2.347859177E3,3.729416383E1,-7.640233789E1,1.091522247E4,2.542200012E2,2.113999939E2,1.400000000E1,1.700000000E1
2.348859879E3,3.729221948E1,-7.640380036E1,1.091822194E4,2.538600006E2,2.113000031E2,1.600000000E1,1.900000000E1
2.349847737E3,3.729028468E1,-7.640527843E1,1.092022137E4,2.531999969E2,2.113999939E2,1.700000000E1,2.000000000E1
2.350857486E3,3.728833878E1,-7.640675414E1,1.092022082E4,2.532599945E2,2.113999939E2,1.600000000E1,1.900000000E1
2.351864972E3,3.728638987E1,-7.640820681E1,1.091922032E4,2.527999878E2,2.111999969E2,1.450000000E1,1.800000000E1
2.352859214E3,3.728445926E1,-7.640963894E1,1.091721985E4,2.522500000E2,2.111000061E2,1.450000000E1,1.800000000E1
2.353857183E3,3.728254002E1,-7.641108507E1,1.091521934E4,2.515899963E2,2.110000000E2,1.450000000E1,1.800000000E1
2.354865506E3,3.728059353E1,-7.641253422E1,1.091221885E4,2.511999969E2,2.108000031E2,1.400000000E1,1.800000000E1
2.355854993E3,3.727865710E1,-7.641397775E1,1.090921837E4,2.509599915E2,2.108000031E2,1.400000000E1,1.800000000E1
2.356856360E3,3.727674045E1,-7.641540997E1,1.090821789E4,2.504799957E2,2.108000031E2,1.250000000E1,1.600000000E1
2.357854978E3,3.727480867E1,-7.641684897E1,1.090821742E4,2.504199982E2,2.108000031E2,1.200000000E1,1.600000000E1
2.358858835E3,3.727289119E1,-7.641830382E1,1.091121690E4,2.505000000E2,2.108999939E2,1.200000000E1,1.600000000E1
2.359862629E3,3.727096017E1,-7.641975414E1,1.090821641E4,2.508399963E2,2.108999939E2,1.200000000E1,1.600000000E1
2.360856232E3,3.726903409E1,-7.642120957E1,1.090921590E4,2.512399902E2,2.110000000E2,1.150000000E1,1.600000000E1
2.361858568E3,3.726710499E1,-7.642268253E1,1.090921537E4,2.511699982E2,2.111000061E2,1.150000000E1,1.600000000E1
2.362865045E3,3.726518889E1,-7.642414919E1,1.091221483E4,2.513099976E2,2.110000000E2,1.200000000E1,1.700000000E1
2.363868423E3,3.726325686E1,-7.642561527E1,1.091421432E4,2.510199890E2,2.111000061E2,1.100000000E1,1.500000000E1
2.364858363E3,3.726132190E1,-7.642708546E1,1.091821381E4,2.506899872E2,2.111000061E2,1.200000000E1,1.700000000E1
2.365856206E3,3.725938933E1,-7.642854977E1,1.091821330E4,2.507899933E2,2.111000061E2,1.200000000E1,1.600000000E1
2.366861517E3,3.725745709E1,-7.643001845E1,1.091921279E4,2.505299988E2,2.110000000E2,1.150000000E1,1.500000000E1
2.367860407E3,3.725552925E1,-7.643147053E1,1.092021232E4,2.501299896E2,2.111000061E2,1.150000000E1,1.600000000E1
2.368868357E3,3.725359207E1,-7.643292831E1,1.092021184E4,2.508899994E2,2.111999969E2,1.150000000E1,1.600000000E1
2.369857641E3,3.725165467E1,-7.643438215E1,1.092021138E4,2.502500000E2,2.111000061E2,1.100000000E1,1.600000000E1
2.370862984E3,3.724972114E1,-7.643582351E1,1.092021094E4,2.502999878E2,2.111000061E2,1.100000000E1,1.600000000E1
2.371861809E3,3.724778135E1,-7.643726335E1,1.091921051E4,2.508399963E2,2.110000000E2,1.100000000E1,1.600000000E1
2.372863155E3,3.724584807E1,-7.643871426E1,1.092021006E4,2.514199982E2,2.110000000E2,1.100000000E1,1.600000000E1
2.373858418E3,3.724390699E1,-7.644015854E1,1.091620963E4,2.512099915E2,2.110000000E2,1.100000000E1,1.600000000E1
2.374851836E3,3.724196381E1,-7.644160668E1,1.091520920E4,2.510699921E2,2.108999939E2,1.050000000E1,1.500000000E1
2.375861517E3,3.724001959E1,-7.644305717E1,1.091520877E4,2.514399872E2,2.108999939E2,1.050000000E1,1.500000000E1
2.376856175E3,3.723806400E1,-7.644450925E1,1.091520835E4,2.517699890E2,2.108999939E2,1.100000000E1,1.600000000E1
2.377857950E3,3.723611446E1,-7.644596284E1,1.091220793E4,2.515199890E2,2.110000000E2,1.100000000E1,1.500000000E1
2.378858806E3,3.723417702E1,-7.644742875E1,1.090920746E4,2.515000000E2,2.110000000E2,1.100000000E1,1.500000000E1
2.379854199E3,3.723224260E1,-7.644889995E1,1.090520699E4,2.512200012E2,2.111000061E2,1.100000000E1,1.500000000E1
2.380857921E3,3.723031330E1,-7.645036468E1,1.090120652E4,2.505699921E2,2.111000061E2,1.100000000E1,1.500000000E1
2.381871960E3,3.722838630E1,-7.645182615E1,1.090020606E4,2.500499878E2,2.111000061E2,1.100000000E1,1.500000000E1
2.382859181E3,3.722647313E1,-7.645328955E1,1.090020558E4,2.500699921E2,2.111999969E2,1.100000000E1,1.500000000E1
2.383860267E3,3.722456352E1,-7.645476535E1,1.090120507E4,2.500599976E2,2.113000031E2,1.100000000E1,1.500000000E1
2.384855494E3,3.722265052E1,-7.645622715E1,1.090020460E4,2.503499908E2,2.111999969E2,1.050000000E1,1.400000000E1
2.385861061E3,3.722073421E1,-7.645768544E1,1.089920415E4,2.503199921E2,2.111999969E2,1.000000000E1,1.400000000E1
2.386857951E3,3.721880344E1,-7.645914313E1,1.089920371E4,2.505800018E2,2.111000061E2,1.100000000E1,1.500000000E1
2.387854311E3,3.721687317E1,-7.646061231E1,1.090020326E4,2.503600006E2,2.111999969E2,1.100000000E1,1.500000000E1
2.388860805E3,3.721494160E1,-7.646207890E1,1.090220281E4,2.502999878E2,2.111999969E2,1.050000000E1,1.400000000E1
2.389857238E3,3.721300090E1,-7.646354397E1,1.090420238E4,2.502999878E2,2.111999969E2,1.000000000E1,1.300000000E1
2.390856804E3,3.721107545E1,-7.646499538E1,1.090520197E4,2.496100006E2,2.111000061E2,1.100000000E1,1.400000000E1
2.391855543E3,3.720914518E1,-7.646644218E1,1.090820157E4,2.502500000E2,2.110000000E2,1.150000000E1,1.500000000E1
2.392857490E3,3.720721127E1,-7.646787347E1,1.090920121E4,2.509399872E2,2.108000031E2,1.050000000E1,1.400000000E1
2.393869328E3,3.720528280E1,-7.646930778E1,1.091020084E4,2.510199890E2,2.108000031E2,1.050000000E1,1.400000000E1
2.394861441E3,3.720334930E1,-7.647076271E1,1.091320043E4,2.509399872E2,2.108999939E2,1.050000000E1,1.400000000E1
2.395857864E3,3.720142109E1,-7.647221002E1,1.091520004E4,2.506699982E2,2.108999939E2,1.050000000E1,1.400000000E1
2.396862055E3,3.719949204E1,-7.647365112E1,1.091519967E4,2.507299957E2,2.108999939E2,1.050000000E1,1.400000000E1
2.397854898E3,3.719755418E1,-7.647510429E1,1.091319928E4,2.507299957E2,2.110000000E2,1.100000000E1,1.500000000E1
2.398854249E3,3.719561599E1,-7.647656224E1,1.091419889E4,2.511699982E2,2.110000000E2,1.200000000E1,1.600000000E1
2.399862681E3,3.719367847E1,-7.647802371E1,1.091419849E4,2.511499939E2,2.110000000E2,1.000000000E1,1.400000000E1
2.400846791E3,3.719174758E1,-7.647948132E1,1.091319810E4,2.504700012E2,2.110000000E2,1.000000000E1,1.300000000E1
2.401859571E3,3.718982079E1,-7.648091538E1,1.091119774E4,2.500299988E2,2.108999939E2,9.500000000E0,1.300000000E1
2.402858579E3,3.718788716E1,-7.648234181E1,1.090919742E4,2.500000000E2,2.108000031E2,9.500000000E0,1.300000000E1
2.403865848E3,3.718595652E1,-7.648377436E1,1.090819708E4,2.500299988E2,2.108000031E2,9.500000000E0,1.300000000E1
2.404850466E3,3.718402281E1,-7.648520675E1,1.090819675E4,2.497899933E2,2.108000031E2,9.000000000E0,1.200000000E1
2.405853862E3,3.718209477E1,-7.648664718E1,1.090819640E4,2.497299957E2,2.106999969E2,1.000000000E1,1.300000000E1
2.406864442E3,3.718016609E1,-7.648809071E1,1.090919605E4,2.503399963E2,2.108000031E2,9.500000000E0,1.300000000E1
2.407853050E3,3.717824240E1,-7.648953231E1,1.091019569E4,2.495499878E2,2.108000031E2,8.500000000E0,1.200000000E1
2.408859326E3,3.717631674E1,-7.649097467E1,1.091119534E4,2.490800018E2,2.108999939E2,9.000000000E0,1.200000000E1
2.409859555E3,3.717440408E1,-7.649241007E1,1.091119499E4,2.489899902E2,2.108999939E2,8.500000000E0,1.100000000E1
2.410865971E3,3.717248039E1,-7.649386869E1,1.091219461E4,2.491699982E2,2.110000000E2,9.000000000E0,1.200000000E1
2.411858928E3,3.717056060E1,-7.649531784E1,1.091419425E4,2.495899963E2,2.110000000E2,1.000000000E1,1.300000000E1
2.412854357E3,3.716863565E1,-7.649674946E1,1.091419393E4,2.496899872E2,2.110000000E2,9.000000000E0,1.200000000E1
2.413858180E3,3.716670425E1,-7.649819878E1,1.091319358E4,2.499199982E2,2.108999939E2,9.000000000E0,1.200000000E1
2.414847070E3,3.716478484E1,-7.649964793E1,1.091219323E4,2.498899994E2,2.108999939E2,9.000000000E0,1.200000000E1
2.415864975E3,3.716286098E1,-7.650107956E1,1.090919174E4,2.492899933E2,2.108999939E2,9.500000000E0,1.300000000E1
2.416860954E3,3.716093507E1,-7.650251546E1,1.090818987E4,2.493399963E2,2.108999939E2,9.500000000E0,1.300000000E1
2.417859400E3,3.715901390E1,-7.650395891E1,1.090818796E4,2.495399933E2,2.108999939E2,9.000000000E0,1.200000000E1
2.418860371E3,3.715708786E1,-7.650540872E1,1.090818604E4,2.499299927E2,2.111000061E2,8.500000000E0,1.200000000E1
2.419859740E3,3.715516727E1,-7.650686852E1,1.090618408E4,2.502399902E2,2.111000061E2,9.000000000E0,1.200000000E1
2.420860112E3,3.715323361E1,-7.650832102E1,1.090318216E4,2.502999878E2,2.111000061E2,9.000000000E0,1.200000000E1
2.421864263E3,3.715130179E1,-7.650978852E1,1.090218019E4,2.502599945E2,2.110000000E2,8.500000000E0,1.200000000E1
2.422850975E3,3.714936599E1,-7.651124639E1,1.090017826E4,2.497999878E2,2.111000061E2,8.000000000E0,1.100000000E1
2.423859376E3,3.714743782E1,-7.651270157E1,1.090017632E4,2.498699951E2,2.110000000E2,8.000000000E0,1.100000000E1
2.424855380E3,3.714550877E1,-7.651414946E1,1.090017441E4,2.498499908E2,2.108000031E2,8.000000000E0,1.100000000E1
2.425862261E3,3.714357607E1,-7.651559282E1,1.090117251E4,2.500800018E2,2.108000031E2,8.500000000E0,1.200000000E1
2.426857660E3,3.714164270E1,-7.651702261E1,1.090017066E4,2.502099915E2,2.106999969E2,9.500000000E0,1.300000000E1
2.427865218E3,3.713971729E1,-7.651846589E1,1.090016876E4,2.495399933E2,2.108000031E2,8.000000000E0,1.100000000E1
2.428853321E3,3.713779008E1,-7.651989701E1,1.090016690E4,2.493699951E2,2.108999939E2,8.500000000E0,1.100000000E1
2.429860222E3,3.713586241E1,-7.652133719E1,1.090016500E4,2.496799927E2,2.108999939E2,8.500000000E0,1.100000000E1
2.430863336E3,3.713393545E1,-7.652277930E1,1.090116311E4,2.497399902E2,2.108999939E2,9.000000000E0,1.100000000E1
2.431865046E3,3.713201805E1,-7.652422811E1,1.090216117E4,2.495099945E2,2.108999939E2,9.000000000E0,1.100000000E1
2.432855777E3,3.713008845E1,-7.652567122E1,1.090215928E4,2.497799988E2,2.108000031E2,8.500000000E0,1.100000000E1
2.433865976E3,3.712816137E1,-7.652711970E1,1.090215736E4,2.496299896E2,2.108000031E2,8.500000000E0,1.100000000E1
2.434852359E3,3.712624141E1,-7.652857144E1,1.090115542E4,2.494499969E2,2.108999939E2,8.000000000E0,1.100000000E1
2.435898762E3,3.712432430E1,-7.653002260E1,1.090115348E4,2.489599915E2,2.110000000E2,8.500000000E0,1.100000000E1
2.436851745E3,3.712240162E1,-7.653145867E1,1.089915159E4,2.483099976E2,2.108000031E2,8.500000000E0,1.100000000E1
2.437852577E3,3.712048627E1,-7.653290179E1,1.089914967E4,2.487500000E2,2.110000000E2,9.000000000E0,1.200000000E1
2.438867882E3,3.711855981E1,-7.653434373E1,1.089814777E4,2.484199982E2,2.110000000E2,9.500000000E0,1.200000000E1
2.439859205E3,3.711663843E1,-7.653577494E1,1.089914590E4,2.488300018E2,2.108000031E2,9.000000000E0,1.100000000E1
2.440866152E3,3.711472325E1,-7.653720237E1,1.090014403E4,2.489799957E2,2.108000031E2,9.500000000E0,1.200000000E1
2.441863073E3,3.711280535E1,-7.653864046E1,1.089914213E4,2.488999939E2,2.110000000E2,1.000000000E1,1.200000000E1
2.442848138E3,3.711089075E1,-7.654008038E1,1.089714022E4,2.489499969E2,2.111000061E2,8.500000000E0,1.100000000E1
2.443865364E3,3.710897532E1,-7.654153339E1,1.089613827E4,2.489099884E2,2.111999969E2,9.500000000E0,1.200000000E1
2.444866487E3,3.710705624E1,-7.654298195E1,1.089513634E4,2.488899994E2,2.110000000E2,9.500000000E0,1.200000000E1
2.445861056E3,3.710513557E1,-7.654443235E1,1.089613440E4,2.486899872E2,2.108999939E2,8.500000000E0,1.100000000E1
2.446859923E3,3.710321620E1,-7.654587085E1,1.089413250E4,2.485899963E2,2.108000031E2,9.000000000E0,1.200000000E1
2.447866486E3,3.710128865E1,-7.654730173E1,1.089413063E4,2.491599884E2,2.106999969E2,1.000000000E1,1.300000000E1
2.448867335E3,3.709935926E1,-7.654874057E1,1.089612875E4,2.491599884E2,2.108000031E2,9.000000000E0,1.200000000E1
2.449848734E3,3.709743838E1,-7.655017102E1,1.089812687E4,2.488799896E2,2.106000061E2,9.500000000E0,1.200000000E1
2.450859334E3,3.709550342E1,-7.655157851E1,1.089812509E4,2.487500000E2,2.106000061E2,9.000000000E0,1.100000000E1
2.451864735E3,3.709357382E1,-7.655298843E1,1.089812329E4,2.489399872E2,2.106000061E2,9.000000000E0,1.100000000E1
2.452870354E3,3.709164003E1,-7.655440673E1,1.089812147E4,2.488799896E2,2.103999939E2,9.500000000E0,1.200000000E1
2.453857427E3,3.708972737E1,-7.655581539E1,1.089611965E4,2.483899994E2,2.103999939E2,9.500000000E0,1.200000000E1
2.454869298E3,3.708779827E1,-7.655723940E1,1.089511781E4,2.487799988E2,2.106000061E2,9.500000000E0,1.200000000E1
2.455867618E3,3.708587530E1,-7.655866801E1,1.089411594E4,2.487500000E2,2.108000031E2,1.050000000E1,1.300000000E1
2.456866597E3,3.708395429E1,-7.656009394E1,1.089311408E4,2.488600006E2,2.108000031E2,1.050000000E1,1.300000000E1
2.457866059E3,3.708203588E1,-7.656153060E1,1.089411218E4,2.487200012E2,2.108999939E2,1.100000000E1,1.400000000E1
2.458859168E3,3.708011433E1,-7.656296298E1,1.089611030E4,2.488799896E2,2.108000031E2,1.050000000E1,1.300000000E1
2.459864631E3,3.707819835E1,-7.656439528E1,1.089510841E4,2.485800018E2,2.108000031E2,1.050000000E1,1.300000000E1
2.460869347E3,3.707628405E1,-7.656582691E1,1.089410652E4,2.486399994E2,2.108000031E2,1.050000000E1,1.300000000E1
2.461856231E3,3.707436434E1,-7.656725795E1,1.089510464E4,2.487799988E2,2.108000031E2,1.100000000E1,1.400000000E1
2.462862159E3,3.707244812E1,-7.656869184E1,1.089510275E4,2.488300018E2,2.108000031E2,1.050000000E1,1.300000000E1
2.463866272E3,3.707052128E1,-7.657011601E1,1.089510090E4,2.492200012E2,2.106999969E2,1.100000000E1,1.400000000E1
2.464857546E3,3.706860858E1,-7.657155787E1,1.089509898E4,2.491499939E2,2.106999969E2,1.050000000E1,1.300000000E1
2.465860042E3,3.706669264E1,-7.657300006E1,1.089409706E4,2.490399933E2,2.106000061E2,1.050000000E1,1.400000000E1
2.466855750E3,3.706476074E1,-7.657443244E1,1.089409519E4,2.490800018E2,2.105000000E2,1.050000000E1,1.300000000E1
2.467852658E3,3.706284145E1,-7.657586709E1,1.089409329E4,2.487799988E2,2.106999969E2,1.000000000E1,1.300000000E1
2.468859756E3,3.706091378E1,-7.657730919E1,1.089409139E4,2.491999969E2,2.106000061E2,9.500000000E0,1.200000000E1
2.469859330E3,3.705898460E1,-7.657873470E1,1.089308954E4,2.491199951E2,2.105000000E2,1.050000000E1,1.300000000E1
2.470857695E3,3.705705550E1,-7.658016189E1,1.089508768E4,2.490299988E2,2.103999939E2,1.050000000E1,1.300000000E1
2.471855715E3,3.705512532E1,-7.658158958E1,1.089508582E4,2.491799927E2,2.106000061E2,9.500000000E0,1.200000000E1
2.472857102E3,3.705319882E1,-7.658302045E1,1.089608395E4,2.494499969E2,2.108000031E2,1.100000000E1,1.300000000E1
2.473861315E3,3.705128100E1,-7.658444823E1,1.089708208E4,2.484099884E2,2.108999939E2,1.050000000E1,1.300000000E1
2.474864407E3,3.704937324E1,-7.658589184E1,1.089908014E4,2.476100006E2,2.108999939E2,1.050000000E1,1.300000000E1
2.475849467E3,3.704746460E1,-7.658732574E1,1.090207823E4,2.471599884E2,2.110000000E2,1.100000000E1,1.400000000E1
2.476863386E3,3.704556153E1,-7.658876575E1,1.090307630E4,2.470699921E2,2.108999939E2,1.200000000E1,1.400000000E1
2.477860625E3,3.704365091E1,-7.659019536E1,1.090507441E4,2.477200012E2,2.108000031E2,1.150000000E1,1.400000000E1
2.478865940E3,3.704174902E1,-7.659162733E1,1.090507250E4,2.479099884E2,2.110000000E2,1.100000000E1,1.400000000E1
2.479852705E3,3.703983887E1,-7.659306516E1,1.090707058E4,2.476499939E2,2.110000000E2,1.100000000E1,1.400000000E1
2.480858040E3,3.703792394E1,-7.659450551E1,1.090906866E4,2.479899902E2,2.108999939E2,1.100000000E1,1.400000000E1
2.481858600E3,3.703601852E1,-7.659596069E1,1.090906669E4,2.481699982E2,2.111000061E2,1.050000000E1,1.300000000E1
2.482861022E3,3.703411193E1,-7.659740187E1,1.090906475E4,2.479299927E2,2.110000000E2,1.050000000E1,1.300000000E1
2.483858813E3,3.703220974E1,-7.659885085E1,1.091006279E4,2.478999939E2,2.111000061E2,1.000000000E1,1.200000000E1
2.484866679E3,3.703030663E1,-7.660029162E1,1.090906085E4,2.481199951E2,2.111000061E2,1.050000000E1,1.300000000E1
2.485866765E3,3.702840193E1,-7.660172802E1,1.090805893E4,2.482599945E2,2.113000031E2,1.050000000E1,1.300000000E1
2.486871341E3,3.702649827E1,-7.660317575E1,1.090805697E4,2.483600006E2,2.111000061E2,1.000000000E1,1.200000000E1
2.487858479E3,3.702457999E1,-7.660461207E1,1.090605507E4,2.482099915E2,2.108999939E2,1.000000000E1,1.300000000E1
2.488857818E3,3.702266204E1,-7.660605359E1,1.090505315E4,2.482599945E2,2.108000031E2,1.000000000E1,1.300000000E1
2.489860603E3,3.702074296E1,-7.660749293E1,1.090305124E4,2.483399963E2,2.108000031E2,1.000000000E1,1.300000000E1
2.490864252E3,3.701882753E1,-7.660893470E1,1.090204931E4,2.483099976E2,2.108000031E2,1.000000000E1,1.200000000E1
2.491863354E3,3.701690472E1,-7.661037521E1,1.090304740E4,2.482999878E2,2.108000031E2,1.000000000E1,1.200000000E1
2.492855858E3,3.701499482E1,-7.661180869E1,1.090404550E4,2.482200012E2,2.108999939E2,1.050000000E1,1.300000000E1
2.493863994E3,3.701307767E1,-7.661324224E1,1.090404360E4,2.483199921E2,2.108000031E2,9.500000000E0,1.200000000E1
2.494862041E3,3.701116060E1,-7.661467144E1,1.090604171E4,2.482099915E2,2.108000031E2,9.500000000E0,1.200000000E1
2.495861629E3,3.700924274E1,-7.661609394E1,1.090803985E4,2.477899933E2,2.108000031E2,1.000000000E1,1.300000000E1
2.496863467E3,3.700732664E1,-7.661751215E1,1.090703800E4,2.479099884E2,2.106999969E2,1.000000000E1,1.300000000E1
2.497856718E3,3.700540852E1,-7.661894395E1,1.090703611E4,2.482200012E2,2.108000031E2,1.050000000E1,1.300000000E1
2.498853264E3,3.700349841E1,-7.662037977E1,1.090603419E4,2.483600006E2,2.108999939E2,1.050000000E1,1.300000000E1
2.499852521E3,3.700159078E1,-7.662179782E1,1.090503233E4,2.479700012E2,2.110000000E2,9.500000000E0,1.300000000E1
2.500857449E3,3.699968729E1,-7.662322358E1,1.090503049E4,2.475499878E2,2.108999939E2,1.000000000E1,1.300000000E1
2.501860738E3,3.699778962E1,-7.662464473E1,1.090502894E4,2.466499939E2,2.108999939E2,9.500000000E0,1.300000000E1
2.502856302E3,3.699589150E1,-7.662607108E1,1.090702738E4,2.464700012E2,2.110000000E2,1.000000000E1,1.300000000E1
2.503860030E3,3.699399363E1,-7.662750104E1,1.090802582E4,2.466699982E2,2.111000061E2,1.050000000E1,1.400000000E1
2.504863082E3,3.699209806E1,-7.662894230E1,1.090902422E4,2.471599884E2,2.111000061E2,1.000000000E1,1.400000000E1
2.505853125E3,3.699018154E1,-7.663037921E1,1.090802267E4,2.476699982E2,2.110000000E2,1.000000000E1,1.400000000E1
2.506859584E3,3.698825873E1,-7.663180531E1,1.090702117E4,2.480000000E2,2.108999939E2,9.000000000E0,1.300000000E1
2.507855196E3,3.698635059E1,-7.663324457E1,1.090401961E4,2.478799896E2,2.110000000E2,9.000000000E0,1.300000000E1
2.508868377E3,3.698444522E1,-7.663468994E1,1.090101804E4,2.481599884E2,2.111000061E2,9.000000000E0,1.300000000E1
2.509862098E3,3.698253787E1,-7.663613565E1,1.090001647E4,2.483399963E2,2.110000000E2,9.000000000E0,1.300000000E1
